Date,Placement,Ad unit,Device category,Total impressions,Total clicks,Total CPM and CPC revenue ($),Total average eCPM ($),Total CTR,Total Active View % viewable impressions,Total Active View average viewable time (seconds),Programmatic eligible ad requests
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_BTM_JP,Desktop,241,0,0.54,2.24,0.00%,10.67%,3.00,579
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_BTM_JP,Tablet,16,0,0.02,1.26,0.00%,0.00%,0.00,34
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR3_CP,Desktop,6,0,0.02,2.72,0.00%,66.67%,0.00,6
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR3_CP,Tablet,1,0,0.00,2.82,0.00%,100.00%,20.00,1
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR3_HP,Desktop,8,0,0.05,6.38,0.00%,37.50%,0.00,10
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR3_HP,Tablet,1,0,0.00,3.11,0.00%,100.00%,12.00,1
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR1_CP,Desktop,10,0,0.04,3.59,0.00%,90.00%,7.88,14
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR1_CP,Tablet,1,0,0.00,3.34,0.00%,100.00%,3.00,1
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR1_HP,Desktop,64,0,0.54,8.40,0.00%,42.19%,10.30,95
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR1_HP,Tablet,3,0,0.01,2.85,0.00%,100.00%,1.00,4
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR2_CP,Desktop,11,0,0.03,2.88,0.00%,72.73%,4.50,12
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR2_CP,Tablet,1,0,0.00,2.77,0.00%,100.00%,1.00,1
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR2_HP,Desktop,61,0,0.38,6.26,0.00%,21.31%,5.18,101
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR2_HP,Tablet,3,0,0.00,1.56,0.00%,33.33%,0.00,4
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR7_CP,Desktop,4,0,0.01,2.68,0.00%,50.00%,0.00,4
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR7_CP,Tablet,1,0,0.00,2.59,0.00%,100.00%,16.00,1
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR4_CP,Desktop,4,0,0.01,2.59,0.00%,75.00%,0.00,4
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR4_CP,Tablet,1,0,0.00,2.80,0.00%,100.00%,12.00,1
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR4_HP,Desktop,7,0,0.04,6.19,0.00%,14.29%,0.00,9
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR4_HP,Tablet,1,0,0.00,2.91,0.00%,100.00%,18.00,1
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR4_JP,Desktop,225,2,0.81,3.60,0.89%,50.89%,12.67,374
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR4_JP,Tablet,11,0,0.03,3.02,0.00%,9.09%,1.00,23
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR5_CP,Desktop,4,0,0.01,2.73,0.00%,75.00%,0.00,4
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR5_CP,Tablet,1,0,0.00,2.22,0.00%,100.00%,14.00,1
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR5_JP,Desktop,138,2,0.41,3.01,1.45%,41.30%,7.84,277
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR5_JP,Tablet,5,0,0.00,0.80,0.00%,0.00%,0.00,18
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR6_CP,Desktop,4,0,0.01,3.30,0.00%,75.00%,2.00,4
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR6_CP,Tablet,1,0,0.00,3.42,0.00%,100.00%,18.00,1
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR6_JP,Desktop,111,2,0.28,2.50,1.80%,24.32%,4.68,250
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_INR6_JP,Tablet,4,0,0.01,1.61,0.00%,0.00%,0.00,15
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_MH_CP,Desktop,35,0,0.10,2.86,0.00%,55.88%,7.88,44
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_MH_CP,Tablet,6,0,0.01,2.12,0.00%,16.67%,4.00,6
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_MH_HP,Desktop,55,1,0.25,4.61,1.82%,75.93%,7.77,82
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_MH_HP,Tablet,2,0,0.01,2.64,0.00%,50.00%,0.00,3
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_MH_JP,Connected TV,1,0,0.00,1.34,0.00%,0.00%,0.00,2
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_MH_JP,Desktop,"11,110",104,57.02,5.13,0.94%,82.75%,15.44,"16,317"
7/13/23,Goodcleanhumor.com,ATD_GoodCleanHumor » ATD_970x250_MH_JP,Tablet,502,5,2.67,5.31,1.00%,81.65%,25.90,958
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_AXT,Desktop,"33,541",71,100.09,2.98,0.21%,95.79%,20.56,"38,289"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_AXT,Smartphone,14,0,0.04,2.84,0.00%,78.57%,7.70,16
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_AXT,Tablet,2,0,0.01,2.90,0.00%,50.00%,66.14,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_LHS_CP,Desktop,38,0,0.12,3.03,0.00%,89.19%,19.06,181
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_LHS_RP,Desktop,"7,092",5,21.44,3.02,0.07%,95.60%,17.95,"23,509"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_LHS_RP,Smartphone,0,0,0.00,0.00,0.00%,0.00%,0.00,4
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_LHS_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,7
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_LHS_TAG,Desktop,44,0,0.16,3.67,0.00%,93.02%,11.76,110
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_SB_HP,Desktop,200,0,0.82,4.08,0.00%,93.97%,12.45,486
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_RHS_CP,Desktop,91,0,0.29,3.21,0.00%,89.89%,13.97,183
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_RHS_RP,Desktop,"11,773",11,34.41,2.92,0.09%,95.41%,17.80,"25,320"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_RHS_RP,Smartphone,0,0,0.00,0.00,0.00%,0.00%,0.00,4
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_RHS_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,7
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_160x600_RHS_TAG,Desktop,58,0,0.21,3.55,0.00%,91.23%,11.30,112
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_120x600_AXT,Smartphone,2,0,0.01,3.44,0.00%,50.00%,0.00,3
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_120x600_AXT,Tablet,1,0,0.00,2.55,0.00%,0.00%,0.00,1
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x50_AXT,Desktop,1,0,0.00,1.96,0.00%,0.00%,0.00,1
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x50_AXT,Smartphone,"2,521",4,1.61,0.64,0.16%,69.70%,21.77,"4,063"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x50_AXT,Tablet,83,0,0.12,1.44,0.00%,65.06%,31.10,171
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x600_AXT,Smartphone,"1,369",35,9.84,7.19,2.56%,67.64%,16.74,"1,477"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x600_AXT,Tablet,127,4,0.75,5.87,3.15%,70.87%,24.14,139
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_AXT,Desktop,"8,897",25,27.28,3.07,0.28%,83.20%,18.48,"9,708"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_AXT,Smartphone,336,0,1.11,3.31,0.00%,75.60%,12.10,374
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_AXT,Tablet,7,0,0.04,5.40,0.00%,57.14%,9.45,7
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_INR2_HP,Desktop,233,1,0.88,3.77,0.43%,78.97%,10.33,275
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_INR2_RP,Desktop,"16,253",82,44.29,2.73,0.50%,79.66%,12.71,"20,290"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_INR2_RP,Smartphone,1,0,0.01,6.20,0.00%,0.00%,0.00,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_INR2_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_Interstitial,Desktop,"1,114",76,29.97,26.90,6.82%,97.03%,8.95,"29,208"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_Interstitial,Smartphone,"2,491",172,48.01,19.27,6.90%,91.07%,6.09,"67,292"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_Interstitial,Tablet,154,15,4.66,30.27,9.74%,100.66%,10.24,"4,176"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_BMP_RP,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_BMP_RP,Smartphone,"48,315",341,184.93,3.83,0.71%,64.22%,7.70,"51,796"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_BMP_RP,Tablet,"1,237",12,4.37,3.53,0.97%,55.44%,11.70,"1,672"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_EOA_CP,Smartphone,110,0,0.46,4.16,0.00%,71.43%,6.85,123
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_EOA_CP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,6
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_EOA_HP,Smartphone,56,1,0.30,5.43,1.79%,66.07%,8.46,59
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_EOA_HP,Tablet,7,0,0.02,3.46,0.00%,33.33%,3.00,10
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_EOA_RP,Smartphone,"18,436",299,89.83,4.87,1.62%,60.06%,7.47,"19,679"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_EOA_RP,Tablet,550,5,2.67,4.85,0.91%,57.54%,13.37,737
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_EOA_TAG,Smartphone,78,1,0.44,5.60,1.28%,60.00%,6.59,85
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_EOA_TAG,Tablet,4,0,0.02,4.32,0.00%,50.00%,0.00,5
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR1_HP,Smartphone,483,7,2.92,6.05,1.45%,56.45%,4.18,522
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR1_HP,Tablet,17,1,0.08,4.62,5.88%,47.06%,6.17,21
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR2_CP,Smartphone,229,2,0.71,3.09,0.87%,52.58%,3.32,302
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR2_CP,Tablet,1,0,0.00,1.84,0.00%,0.00%,0.00,53
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR2_RP,Smartphone,"33,949",373,152.19,4.48,1.10%,62.87%,8.03,"36,195"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR2_RP,Tablet,"1,006",9,4.28,4.26,0.89%,58.50%,11.66,"1,307"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR2_TAG,Smartphone,205,4,1.23,5.99,1.95%,51.74%,7.61,226
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR2_TAG,Tablet,11,0,0.06,5.21,0.00%,54.55%,1.00,11
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR3_CP,Smartphone,235,1,0.71,3.03,0.43%,50.00%,3.11,303
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR3_CP,Tablet,1,0,0.00,2.34,0.00%,0.00%,0.00,53
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR3_RP,Smartphone,"23,054",224,93.61,4.06,0.97%,74.29%,12.82,"24,699"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR3_RP,Tablet,653,5,2.69,4.12,0.77%,73.00%,20.40,860
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR3_TAG,Smartphone,134,1,0.76,5.65,0.75%,55.30%,4.06,146
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_INR3_TAG,Tablet,8,0,0.04,4.75,0.00%,50.00%,0.00,8
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll1_RP,Smartphone,"1,305",19,6.11,4.68,1.46%,53.21%,4.04,"1,631"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll1_RP,Tablet,563,0,1.15,2.04,0.00%,3.33%,5.78,"1,684"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll2_RP,Smartphone,807,6,3.60,4.46,0.74%,50.31%,4.65,"1,039"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll2_RP,Tablet,497,0,1.00,2.01,0.00%,1.26%,4.00,"1,488"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll3_RP,Smartphone,587,8,2.55,4.34,1.36%,48.19%,5.71,766
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll3_RP,Tablet,534,0,1.11,2.08,0.00%,0.78%,129.00,"1,297"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll4_RP,Smartphone,434,4,1.83,4.21,0.92%,47.45%,4.10,625
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll4_RP,Tablet,443,0,0.89,2.02,0.00%,0.47%,6.00,"1,292"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll5_RP,Smartphone,326,2,1.31,4.02,0.61%,45.65%,3.75,488
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_Infinitescroll5_RP,Tablet,381,0,0.74,1.95,0.00%,0.55%,5.50,"1,102"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_MH_CP,Smartphone,150,0,0.54,3.61,0.00%,47.52%,13.96,219
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_MH_CP,Tablet,1,0,0.00,4.29,0.00%,100.00%,0.00,14
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_MH_TAG,Smartphone,259,3,1.43,5.53,1.16%,59.14%,10.06,303
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_300x250_M_MH_TAG,Tablet,13,0,0.07,5.00,0.00%,38.46%,9.00,24
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x50_AXT,Desktop,29,0,0.09,3.22,0.00%,82.76%,13.59,34
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x50_AXT,Smartphone,"44,287",130,82.89,1.87,0.29%,93.30%,20.04,"59,630"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x50_AXT,Tablet,"3,161",1,6.08,1.92,0.03%,92.10%,28.55,"3,963"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x50_M_Footer,Desktop,22,0,0.05,2.13,0.00%,95.45%,17.80,60
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x50_M_Footer,Smartphone,"41,295",422,93.88,2.27,1.02%,91.35%,18.11,"70,160"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x50_M_Footer,Tablet,"2,957",16,6.28,2.12,0.54%,87.85%,23.48,"4,751"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x100_AXT,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x100_AXT,Smartphone,896,2,1.86,2.08,0.22%,87.95%,22.46,"1,847"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x100_AXT,Tablet,15,0,0.04,2.96,0.00%,100.00%,7.14,37
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x100_M_MH_RP,Desktop,1,0,0.00,1.40,0.00%,100.00%,0.00,36
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x100_M_MH_RP,Smartphone,"51,792",20,32.98,0.64,0.04%,59.00%,13.19,"70,067"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_320x100_M_MH_RP,Tablet,"1,365",0,1.08,0.79,0.00%,40.60%,17.45,"4,072"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_336x280_AXT,Desktop,"3,792",34,11.88,3.13,0.90%,82.05%,16.43,"4,246"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_336x280_AXT,Smartphone,204,3,0.76,3.74,1.47%,67.33%,12.11,224
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_336x280_AXT,Tablet,3,0,0.01,2.34,0.00%,100.00%,5.00,4
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_728x90_AXT,Desktop,"37,185",137,100.19,2.69,0.37%,95.07%,22.05,"42,262"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_728x90_AXT,Smartphone,7,0,0.02,2.75,0.00%,85.71%,15.00,8
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_728x90_Footer,Desktop,"21,061",102,61.83,2.94,0.48%,95.63%,19.21,"30,697"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_728x90_Footer,Smartphone,2,0,0.00,2.36,0.00%,100.00%,20.00,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_728x90_Footer,Tablet,2,0,0.01,2.76,0.00%,50.00%,0.00,7
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x90_AXT,Desktop,"2,676",40,11.11,4.15,1.49%,84.90%,24.58,"3,038"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x90_BMP_RP,Desktop,"17,568",92,45.65,2.60,0.52%,74.89%,15.71,"26,887"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x90_BMP_RP,Smartphone,1,0,0.01,6.05,0.00%,0.00%,0.00,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x90_BMP_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_AXT,Desktop,"5,702",62,37.23,6.53,1.09%,86.35%,21.05,"6,321"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_EOA_CP,Desktop,166,1,0.78,4.70,0.60%,78.92%,8.52,177
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_EOA_RP,Desktop,"11,861",91,54.82,4.62,0.77%,77.04%,20.79,"13,510"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_EOA_RP,Smartphone,1,0,0.01,6.30,0.00%,0.00%,0.00,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_EOA_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_EOA_TAG,Desktop,77,0,0.47,6.04,0.00%,74.03%,7.74,82
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_INR3_RP,Desktop,"17,797",109,81.53,4.58,0.61%,76.13%,18.83,"19,239"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_INR3_RP,Smartphone,1,0,0.01,5.45,0.00%,0.00%,0.00,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_INR3_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,2
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_MH_CP,Desktop,160,0,0.81,5.03,0.00%,53.46%,12.68,188
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_MH_HP,Desktop,388,2,2.59,6.66,0.52%,65.80%,11.80,578
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_MH_RP,Desktop,"24,959",145,113.74,4.56,0.58%,62.25%,16.01,"30,099"
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_MH_RP,Smartphone,0,0,0.00,0.00,0.00%,0.00%,0.00,4
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_MH_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,7
7/13/23,Heartlandcooking.com,ATD_Heartlandcooking » ATD_970x250_MH_TAG,Desktop,98,1,0.68,6.99,1.02%,59.79%,6.61,117
7/13/23,Popctrivia.com,ATD_PCT » ATD_300x250_AXT,Desktop,"16,562",56,36.00,2.17,0.34%,97.56%,22.55,"23,101"
7/13/23,Popctrivia.com,ATD_PCT » ATD_300x250_Interstitial,Desktop,57,8,1.90,33.37,14.04%,96.49%,5.21,"5,804"
7/13/23,Popctrivia.com,ATD_PCT » ATD_300x250_Interstitial,Smartphone,254,42,6.89,27.11,16.54%,93.17%,7.20,"14,549"
7/13/23,Popctrivia.com,ATD_PCT » ATD_300x250_Interstitial,Tablet,11,2,0.31,28.18,18.18%,50.00%,4.00,790
7/13/23,Popctrivia.com,ATD_PCT » ATD_300x250_LHS,Desktop,"4,432",33,12.26,2.77,0.74%,88.88%,18.49,"6,078"
7/13/23,Popctrivia.com,ATD_PCT » ATD_300x250_LHS,Tablet,2,0,0.00,1.05,0.00%,100.00%,0.00,3
7/13/23,Popctrivia.com,ATD_PCT » ATD_300x250_RHS,Desktop,"4,650",75,14.71,3.16,1.61%,89.03%,18.12,"6,077"
7/13/23,Popctrivia.com,ATD_PCT » ATD_300x250_RHS,Tablet,2,0,0.00,0.96,0.00%,100.00%,0.00,3
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x50_AXT,Desktop,4,0,0.01,1.58,0.00%,50.00%,35.00,4
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x50_AXT,Smartphone,"18,613",23,23.65,1.27,0.12%,97.10%,29.81,"25,532"
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x50_AXT,Tablet,527,1,0.75,1.43,0.19%,95.64%,26.08,583
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x100_AXT,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,3
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x100_AXT,Smartphone,"16,106",55,14.73,0.91,0.34%,97.71%,33.18,"23,242"
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x100_AXT,Tablet,716,1,0.74,1.03,0.14%,97.20%,36.77,"1,253"
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x100_BTM,Desktop,10,1,0.02,2.25,10.00%,80.00%,34.50,18
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x100_BTM,Smartphone,"12,656",104,17.73,1.40,0.82%,85.88%,35.76,"15,770"
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x100_BTM,Tablet,654,5,1.05,1.60,0.76%,87.44%,23.79,801
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x100_Top,Desktop,10,0,0.02,2.11,0.00%,70.00%,50.00,18
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x100_Top,Smartphone,"13,184",57,23.28,1.77,0.43%,88.20%,35.17,"15,770"
7/13/23,Popctrivia.com,ATD_PCT » ATD_320x100_Top,Tablet,648,2,0.95,1.47,0.31%,85.69%,27.18,801
7/13/23,Popctrivia.com,ATD_PCT » ATD_728x90_AXT,Desktop,"6,549",13,13.42,2.05,0.20%,97.29%,24.65,"10,406"
7/13/23,Popctrivia.com,ATD_PCT » ATD_728x90_FTR,Desktop,11,0,0.03,2.77,0.00%,100.00%,61.00,11
7/13/23,Popctrivia.com,ATD_PCT » ATD_728x90_Header,Desktop,"4,355",14,11.43,2.62,0.32%,87.52%,21.89,"6,031"
7/13/23,Popctrivia.com,ATD_PCT » ATD_728x90_Header,Tablet,1,0,0.00,0.95,0.00%,100.00%,0.00,3
7/13/23,Popctrivia.com,ATD_PCT » ATD_970x250_AXT,Desktop,820,2,1.84,2.25,0.24%,98.04%,16.20,"1,007"
7/13/23,Schoolofwordplay.com,ATD_SchoolofWordPlay » ATD_160x600_AXT,Desktop,29,0,0.05,1.59,0.00%,77.78%,7.36,34
7/13/23,Schoolofwordplay.com,ATD_SchoolofWordPlay » ATD_120x600_AXT,Smartphone,5,0,0.00,0.38,0.00%,60.00%,0.00,6
7/13/23,Schoolofwordplay.com,ATD_SchoolofWordPlay » ATD_300x50_AXT,Smartphone,230,3,0.23,0.98,1.30%,73.48%,19.82,310
7/13/23,Schoolofwordplay.com,ATD_SchoolofWordPlay » ATD_300x600_AXT,Desktop,745,14,2.29,3.08,1.88%,87.65%,15.31,826
