Date,Placement,Ad unit,Device category,Total impressions,Total clicks,Total CPM and CPC revenue ($),Total average eCPM ($),Total CTR,Total Active View % viewable impressions,Total Active View average viewable time (seconds),Programmatic eligible ad requests
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_AXT,Smartphone,1,0,0.00,1.64,0.00%,0.00%,0.00,1
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_LHS_CP,Desktop,17,0,0.04,2.45,0.00%,52.94%,17.44,165
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_LHS_RP,Desktop,"3,707",3,9.69,2.61,0.08%,96.26%,18.37,"12,499"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_LHS_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,9
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_LHS_TAG,Desktop,32,1,0.14,4.30,3.12%,90.62%,11.83,110
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_SB_HP,Desktop,59,0,0.21,3.57,0.00%,77.19%,13.86,195
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_RHS_CP,Desktop,51,0,0.14,2.79,0.00%,82.35%,16.03,165
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_RHS_RP,Desktop,"7,032",8,17.50,2.49,0.11%,95.84%,19.33,"13,460"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_RHS_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,9
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_160x600_RHS_TAG,Desktop,56,0,0.19,3.36,0.00%,90.91%,11.18,110
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x50_AXT,Smartphone,"1,294",1,0.97,0.75,0.08%,64.04%,30.01,"1,723"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x50_AXT,Tablet,51,1,0.04,0.74,1.96%,50.98%,25.00,69
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x600_AXT,Smartphone,394,7,1.63,4.14,1.78%,57.36%,18.95,442
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x600_AXT,Tablet,23,0,0.07,3.04,0.00%,77.27%,12.00,32
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_AXT,Desktop,"2,500",15,4.95,1.98,0.60%,76.56%,22.99,"2,969"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_AXT,Smartphone,68,0,0.12,1.78,0.00%,77.61%,13.56,80
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_AXT,Tablet,1,0,0.00,2.92,0.00%,0.00%,0.00,1
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_INR2_HP,Desktop,84,0,0.23,2.68,0.00%,75.90%,10.57,94
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_INR2_RP,Desktop,"10,096",46,27.12,2.69,0.46%,74.68%,13.42,"10,695"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_BMP_RP,Desktop,3,0,0.00,1.60,0.00%,33.33%,0.00,5
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_BMP_RP,Smartphone,"31,321",247,129.96,4.15,0.79%,59.37%,7.93,"33,597"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_BMP_RP,Tablet,816,5,3.02,3.70,0.61%,52.76%,10.53,"1,052"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_EOA_CP,Smartphone,109,0,0.42,3.83,0.00%,47.66%,6.38,127
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_EOA_CP,Tablet,3,0,0.03,9.56,0.00%,0.00%,0.00,9
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_EOA_HP,Smartphone,33,1,0.09,2.80,3.03%,72.73%,7.57,42
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_EOA_HP,Tablet,6,0,0.02,3.53,0.00%,33.33%,7.32,6
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_EOA_RP,Desktop,4,0,0.01,3.05,0.00%,25.00%,2.00,5
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_EOA_RP,Smartphone,"11,024",188,59.15,5.37,1.71%,58.13%,8.15,"11,688"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_EOA_RP,Tablet,329,8,1.59,4.84,2.43%,58.07%,9.46,458
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_EOA_TAG,Smartphone,122,3,0.54,4.43,2.46%,49.15%,4.63,136
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_EOA_TAG,Tablet,7,0,0.04,5.71,0.00%,42.86%,9.00,11
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR1_HP,Smartphone,288,3,1.11,3.86,1.04%,56.29%,4.27,325
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR1_HP,Tablet,10,0,0.02,2.15,0.00%,30.00%,1.12,10
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR2_CP,Smartphone,200,1,0.64,3.19,0.50%,57.07%,4.16,224
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR2_CP,Tablet,10,0,0.09,8.90,0.00%,10.00%,3.00,80
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR2_RP,Desktop,4,0,0.01,2.01,0.00%,0.00%,0.00,5
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR2_RP,Smartphone,"21,046",322,100.27,4.76,1.53%,58.86%,8.08,"22,360"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR2_RP,Tablet,612,14,2.68,4.39,2.29%,58.68%,10.74,797
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR2_TAG,Smartphone,302,4,1.49,4.93,1.32%,41.36%,4.87,330
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR2_TAG,Tablet,12,0,0.06,4.76,0.00%,70.00%,5.33,19
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR3_CP,Smartphone,199,0,0.60,3.03,0.00%,53.89%,3.02,223
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR3_CP,Tablet,10,0,0.08,7.89,0.00%,0.00%,0.00,79
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR3_RP,Desktop,3,0,0.01,1.82,0.00%,0.00%,0.00,4
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR3_RP,Smartphone,"13,907",187,66.07,4.75,1.34%,70.75%,13.39,"14,681"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR3_RP,Tablet,422,5,2.03,4.81,1.18%,65.60%,19.62,537
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR3_TAG,Smartphone,175,4,0.79,4.51,2.29%,44.83%,5.50,187
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_INR3_TAG,Tablet,9,0,0.05,5.61,0.00%,44.44%,9.00,14
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_MH_CP,Smartphone,142,1,0.38,2.66,0.70%,37.68%,10.60,173
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_MH_CP,Tablet,5,0,0.02,3.74,0.00%,60.00%,9.50,19
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_MH_TAG,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_MH_TAG,Smartphone,265,11,1.42,5.36,4.15%,53.82%,15.32,311
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_300x250_M_MH_TAG,Tablet,11,0,0.04,3.21,0.00%,30.00%,6.00,16
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x50_AXT,Desktop,18,0,0.03,1.52,0.00%,88.89%,25.91,19
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x50_AXT,Smartphone,"36,020",216,35.05,0.97,0.60%,94.63%,27.57,"45,408"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x50_AXT,Tablet,"2,095",16,2.19,1.05,0.76%,96.36%,30.66,"2,401"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x50_M_Footer,Desktop,28,0,0.04,1.40,0.00%,78.57%,38.65,72
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x50_M_Footer,Smartphone,"33,436",365,40.33,1.21,1.09%,91.08%,21.10,"43,782"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x50_M_Footer,Tablet,"2,192",20,2.98,1.36,0.91%,90.85%,24.97,"2,795"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x100_AXT,Smartphone,271,1,0.24,0.89,0.37%,82.29%,18.09,330
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x100_AXT,Tablet,44,0,0.05,1.02,0.00%,81.82%,19.45,51
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x100_M_MH_RP,Desktop,1,0,0.00,0.62,0.00%,100.00%,0.00,49
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x100_M_MH_RP,Smartphone,"29,847",22,24.32,0.81,0.07%,61.05%,15.41,"45,716"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_320x100_M_MH_RP,Tablet,811,0,0.80,0.99,0.00%,50.25%,20.16,"2,488"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_336x280_AXT,Desktop,"1,301",18,3.14,2.41,1.38%,74.87%,24.72,"1,523"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_336x280_AXT,Smartphone,176,3,0.47,2.66,1.70%,72.16%,21.32,194
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_336x280_AXT,Tablet,3,0,0.01,2.26,0.00%,33.33%,21.00,3
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_728x90_AXT,Desktop,"18,628",158,39.09,2.10,0.85%,96.80%,29.76,"20,178"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_728x90_AXT,Tablet,1,0,0.00,1.58,0.00%,100.00%,0.00,3
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_728x90_Footer,Desktop,"13,904",99,36.77,2.64,0.71%,94.38%,21.80,"16,164"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_728x90_Footer,Tablet,5,0,0.01,1.37,0.00%,100.00%,8.93,10
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x90_AXT,Desktop,"1,503",31,3.19,2.12,2.06%,82.94%,37.12,"1,847"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x90_BMP_RP,Desktop,"13,104",53,26.71,2.04,0.40%,72.20%,15.77,"14,931"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_AXT,Desktop,"1,905",33,8.98,4.72,1.73%,82.75%,26.20,"2,297"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_EOA_CP,Desktop,153,0,0.65,4.22,0.00%,66.67%,9.75,159
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_EOA_RP,Desktop,"6,596",63,35.06,5.32,0.96%,71.41%,22.03,"7,168"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_EOA_TAG,Desktop,89,3,0.57,6.36,3.37%,71.76%,10.76,99
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_INR3_RP,Desktop,"9,583",87,44.97,4.69,0.91%,71.81%,20.96,"10,342"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_MH_CP,Desktop,155,0,0.75,4.82,0.00%,41.94%,8.84,169
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_MH_HP,Desktop,138,1,0.64,4.61,0.72%,71.11%,10.59,239
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_MH_RP,Desktop,"14,054",99,66.44,4.73,0.70%,62.11%,17.78,"16,640"
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_MH_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,9
7/14/23,lazycooking.com,ATD_LazyCooking » ATD_970x250_MH_TAG,Desktop,93,2,0.61,6.60,2.15%,72.83%,18.23,115
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_AXT,Desktop,"11,500",46,22.78,1.98,0.40%,96.35%,26.42,"13,783"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_AXT,Smartphone,2,0,0.00,1.88,0.00%,50.00%,0.00,4
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_AXT,Tablet,1,0,0.00,1.23,0.00%,0.00%,0.00,2
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_LHS_CP,Desktop,28,0,0.10,3.46,0.00%,82.14%,23.30,117
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_LHS_RP,Desktop,"3,942",4,9.07,2.30,0.10%,95.86%,18.70,"12,381"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_LHS_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,3
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_LHS_TAG,Desktop,31,0,0.13,4.11,0.00%,93.55%,13.55,99
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_SB_HP,Desktop,73,0,0.16,2.20,0.00%,95.38%,14.07,225
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_RHS_CP,Desktop,61,0,0.17,2.71,0.00%,95.00%,18.59,118
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_RHS_RP,Desktop,"7,119",5,17.09,2.40,0.07%,95.82%,19.45,"13,300"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_RHS_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,3
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_160x600_RHS_TAG,Desktop,53,0,0.19,3.49,0.00%,90.57%,21.94,99
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_120x600_AXT,Smartphone,1,0,0.00,0.67,0.00%,0.00%,0.00,1
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x50_AXT,Desktop,6,0,0.00,0.71,0.00%,83.33%,32.80,11
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x50_AXT,Smartphone,"1,493",8,0.93,0.62,0.54%,65.68%,28.95,"1,830"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x50_AXT,Tablet,61,0,0.05,0.77,0.00%,60.66%,14.24,84
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x600_AXT,Desktop,1,0,0.00,1.41,0.00%,100.00%,0.00,1
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x600_AXT,Smartphone,323,12,1.33,4.12,3.72%,45.96%,11.02,355
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x600_AXT,Tablet,17,0,0.03,1.99,0.00%,64.71%,25.00,18
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_AXT,Desktop,"2,598",19,4.67,1.80,0.73%,76.52%,23.42,"3,034"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_AXT,Smartphone,47,0,0.12,2.57,0.00%,73.91%,31.15,60
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_INR2_HP,Desktop,156,0,0.26,1.68,0.00%,45.45%,10.13,233
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_INR2_RP,Desktop,"11,659",50,27.51,2.36,0.43%,70.67%,12.35,"13,220"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_INR2_RP,Tablet,1,0,0.00,1.90,0.00%,0.00%,0.00,1
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_BMP_RP,Desktop,10,0,0.01,1.06,0.00%,0.00%,0.00,17
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_BMP_RP,Smartphone,"34,852",228,96.11,2.76,0.65%,49.07%,7.76,"41,514"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_BMP_RP,Tablet,"1,848",8,5.01,2.71,0.43%,19.43%,13.80,"2,475"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_EOA_CP,Smartphone,128,0,0.28,2.22,0.00%,58.73%,9.81,137
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_EOA_CP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,2
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_EOA_HP,Smartphone,59,1,0.10,1.68,1.69%,17.24%,7.98,337
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_EOA_HP,Tablet,2,0,0.01,4.54,0.00%,0.00%,0.00,17
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_EOA_RP,Desktop,2,0,0.00,2.03,0.00%,100.00%,55.00,5
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_EOA_RP,Smartphone,"21,191",182,56.11,2.65,0.86%,29.07%,7.14,"23,270"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_EOA_RP,Tablet,443,7,1.26,2.84,1.58%,38.80%,11.12,695
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_EOA_TAG,Smartphone,110,1,0.35,3.15,0.91%,49.54%,3.97,118
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_EOA_TAG,Tablet,2,0,0.00,1.99,0.00%,50.00%,0.00,3
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR1_HP,Smartphone,137,3,0.36,2.61,2.19%,42.54%,3.22,462
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR1_HP,Tablet,3,0,0.01,3.36,0.00%,33.33%,0.00,22
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR2_CP,Smartphone,256,0,0.45,1.77,0.00%,40.16%,5.00,306
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR2_CP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,9
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR2_RP,Desktop,2,0,0.00,2.29,0.00%,50.00%,0.00,6
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR2_RP,Smartphone,"27,396",305,85.58,3.12,1.11%,44.43%,8.51,"30,216"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR2_RP,Tablet,655,8,1.96,2.99,1.22%,50.94%,10.37,989
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR2_TAG,Smartphone,281,1,0.96,3.40,0.36%,37.91%,3.83,309
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR2_TAG,Tablet,4,0,0.01,2.21,0.00%,50.00%,0.00,7
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR3_CP,Smartphone,254,0,0.46,1.80,0.00%,50.82%,4.83,306
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR3_CP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,9
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR3_RP,Desktop,2,0,0.00,2.13,0.00%,100.00%,5.00,7
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR3_RP,Smartphone,"22,371",237,65.03,2.91,1.06%,41.35%,13.77,"24,437"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR3_RP,Tablet,483,9,1.40,2.90,1.86%,51.89%,15.71,735
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR3_TAG,Smartphone,193,4,0.63,3.27,2.07%,40.96%,2.83,202
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_INR3_TAG,Tablet,2,0,0.00,2.27,0.00%,0.00%,0.00,3
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_MH_CP,Smartphone,105,0,0.20,1.93,0.00%,31.63%,10.00,143
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_MH_CP,Tablet,4,0,0.01,1.55,0.00%,0.00%,0.00,9
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_MH_TAG,Smartphone,256,5,1.05,4.09,1.95%,59.22%,20.07,292
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_300x250_M_MH_TAG,Tablet,4,0,0.01,1.96,0.00%,75.00%,0.00,13
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x50_AXT,Desktop,25,0,0.03,1.25,0.00%,92.00%,20.31,27
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x50_AXT,Smartphone,"31,786",119,24.76,0.78,0.37%,94.80%,28.49,"41,599"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x50_AXT,Tablet,"1,921",3,1.79,0.93,0.16%,96.86%,32.63,"2,205"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x50_M_Footer,Desktop,12,0,0.01,0.93,0.00%,58.33%,130.00,28
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x50_M_Footer,Smartphone,"35,805",238,32.22,0.90,0.66%,83.02%,20.68,"54,795"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x50_M_Footer,Tablet,"2,207",10,2.68,1.21,0.45%,85.93%,23.01,"3,104"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x100_AXT,Smartphone,255,1,0.20,0.80,0.39%,78.43%,19.22,319
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x100_AXT,Tablet,9,0,0.01,0.93,0.00%,55.56%,12.00,14
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x100_M_MH_RP,Desktop,0,0,0.00,0.00,0.00%,0.00%,0.00,16
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x100_M_MH_RP,Smartphone,"33,885",20,19.49,0.58,0.06%,49.63%,14.73,"56,185"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_320x100_M_MH_RP,Tablet,790,0,0.72,0.91,0.00%,43.85%,17.03,"2,751"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_336x280_AXT,Desktop,"1,418",14,3.00,2.12,0.99%,73.48%,21.86,"1,622"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_336x280_AXT,Smartphone,66,0,0.14,2.14,0.00%,43.94%,26.17,75
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_728x90_AXT,Desktop,"16,380",92,29.08,1.78,0.56%,96.13%,28.52,"17,868"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_728x90_AXT,Tablet,1,0,0.00,0.59,0.00%,100.00%,0.00,1
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_728x90_Footer,Desktop,"13,180",75,26.82,2.04,0.57%,95.00%,21.02,"16,269"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_728x90_Footer,Tablet,3,0,0.00,1.13,0.00%,100.00%,0.00,4
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x90_AXT,Desktop,"1,358",13,2.91,2.14,0.96%,80.55%,33.54,"1,563"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x90_BMP_RP,Desktop,"12,747",55,22.86,1.79,0.43%,71.15%,15.28,"15,367"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x90_BMP_RP,Tablet,1,0,0.00,0.81,0.00%,100.00%,0.00,1
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_AXT,Desktop,"1,508",23,6.79,4.50,1.53%,80.17%,24.64,"1,765"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_EOA_CP,Desktop,132,1,0.46,3.49,0.76%,55.04%,14.93,148
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_EOA_RP,Desktop,"10,462",64,46.76,4.47,0.61%,47.17%,20.79,"11,353"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_EOA_RP,Tablet,1,0,0.00,2.68,0.00%,0.00%,0.00,2
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_EOA_TAG,Desktop,102,1,0.46,4.47,0.98%,36.00%,14.81,111
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_INR3_RP,Desktop,"13,000",107,50.69,3.90,0.82%,56.79%,20.05,"14,129"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_INR3_RP,Tablet,1,0,0.00,2.72,0.00%,0.00%,0.00,1
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_MH_CP,Desktop,104,0,0.46,4.39,0.00%,47.12%,13.46,122
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_MH_HP,Desktop,172,3,0.48,2.81,1.74%,68.86%,12.93,275
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_MH_RP,Desktop,"14,004",87,59.89,4.28,0.62%,61.73%,15.59,"16,441"
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_MH_RP,Tablet,1,0,0.00,1.67,0.00%,0.00%,0.00,4
7/14/23,mamascooking.com,ATD_MamasCooking » ATD_970x250_MH_TAG,Desktop,81,0,0.52,6.43,0.00%,60.49%,18.47,104
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_AXT,Desktop,"11,600",38,26.31,2.27,0.33%,97.02%,26.76,"13,525"
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_AXT,Smartphone,1,0,0.00,2.02,0.00%,0.00%,0.00,1
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_AXT,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,1
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_LHS_CP,Desktop,20,0,0.10,4.99,0.00%,90.00%,14.29,67
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_LHS_RP,Desktop,"3,850",5,11.11,2.89,0.13%,95.36%,19.08,"12,407"
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_LHS_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,4
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_LHS_TAG,Desktop,15,0,0.11,7.26,0.00%,100.00%,19.77,63
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_SB_HP,Desktop,53,0,0.23,4.26,0.00%,73.58%,11.22,208
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_RHS_CP,Desktop,28,0,0.14,5.09,0.00%,100.00%,13.59,67
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_RHS_RP,Desktop,"6,987",7,17.92,2.56,0.10%,95.31%,19.44,"13,396"
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_RHS_RP,Tablet,0,0,0.00,0.00,0.00%,0.00%,0.00,4
7/14/23,recipereader.com,ATD_RecipeReader » ATD_160x600_RHS_TAG,Desktop,27,0,0.17,6.14,0.00%,100.00%,16.56,63
7/14/23,recipereader.com,ATD_RecipeReader » ATD_300x50_AXT,Desktop,3,0,0.00,0.74,0.00%,66.67%,13.50,3
7/14/23,recipereader.com,ATD_RecipeReader » ATD_300x50_AXT,Smartphone,"1,330",3,0.90,0.68,0.23%,60.95%,29.15,"1,649"
7/14/23,recipereader.com,ATD_RecipeReader » ATD_300x50_AXT,Tablet,46,0,0.04,0.82,0.00%,65.22%,40.77,68
