,Date,Inventory Type,Site Name,Slot Name,Slot Size,Impressions,Earnings
158,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_300x600_M_EOA_CP",300x250,0,0.0
169,20230430,Web,playerswiki-com.translate.goog,unknown,other,0,0.0
217,20230430,Web,mapsofworld.com,1152375/ATD_MOW/ATD_300x600_GENERAL,300x600,92,0.28
218,20230430,AMP,thehindu.com,/22390678/HIndu_AMP_Top,300x250,0,0.0
219,20230430,Web,texashillcountry.com,"21804848220,22430105552/ATD_Texashillcountry/ATD_160x600_GENERAL",160x600,3,0.01
220,20230430,Web,recipesaver.com,unknown,other,0,0.0
221,20230430,Web,kookmutsjes.com,"21804848220,21908065997/ATD_Kook/ATD_300x250_TOP_M",336x280,94,0.06
222,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_INR6_JP",970x250,5,0.03
223,20230430,Web,mapsofworld.com,1152375/ATD_MOW/ATD_970x90_homepage-header,728x90,83,0.19
224,20230430,Web,becauseofthemwecan.com,22789242389/ATD_becauseofthemwecan.com/ATD_160x600_AXT,160x600,0,0.0
225,20230430,Web,glamourfame.com,"21804848220,21814143669/ATD_Glamourfame/ATD_300x250_Top",300x250,78,0.14
241,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x250_AXT",300x250,7,0.01
252,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_EOA_RP",1x1,0,0.0
253,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_970x250_EOA_RP",1x1,0,0.0
254,20230430,Web,thenewsminute.com,175265624/ATD_TNM/300x600_S2S_Intentt,300x600,0,0.0
257,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_BMP_RP",120x600,1,0.0
258,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_M_INR1_WP",300x100,0,0.0
268,20230430,Web,thenewsminute.com,28110228/ATD_newsm/ATD_300x600_Direct_campiagn,300x250,46,0.01
275,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_MH_HP",970x90,0,0.0
293,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_EOA_CP",728x90,0,0.0
302,20230430,Web,mapsofworld.com,1152375/MOW-160-Admeld-7,160x600,0,0.0
310,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_300x600_M_EOA_CP",300x600,0,0.0
314,20230430,Web,glamourpath.com,"21804848220,22445109981/ATD_Glamourpath/ATD_300x100_AXT",300x100,0,0.0
379,20230430,Web,wallpaperaccess.com,"21804848220,22440675056/ATD_Wallpaperaccess/ATD_970x250_TOP",970x250,833,1.9100000000000001
380,20230430,AMP,bollywoodhungama.com,"/21804848220,23843038/ATD_BH_AMP/ATD_320x250_Footer",320x50,4072,0.98
381,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_INR2_RP",300x600,278,2.96
382,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_EOA_RP",300x50,10,0.04
383,20230430,Web,deccanherald.com,1013527/ATD_dch/ATD_728x90_S1,728x90,824,0.85
384,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_EOA_JP",336x280,0,0.0
385,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_INR2_RP",300x50,6,0.03
386,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_EOA_RP",300x250,205,1.4100000000000001
387,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_MH_JP",970x90,4,0.05
388,20230430,Web,deccanherald.com,1013527/ATD_dch/ATD_300x250_S3_P4,300x250,101,0.02
389,20230430,Web,mybaseguide.com,9345627/ATD_Mybaseguide/ATD_970x250_ATD_D_LB_AP,970x250,0,0.0
390,20230430,Web,thenewsminute.com,28110228/ATD_newsm/ATD_300x250_M_HP_Delve_AD2,300x250,110,0.03
400,20230430,Web,glamourfame.com,"21804848220,21814143669/ATD_Glamourfame/ATD_320x50_AXT",320x50,429,0.5700000000000001
406,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_M_INR4_WP",120x600,0,0.0
412,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_INR6_JP",1x1,0,0.0
414,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_160x600_RHS_HP",160x600,0,0.0
433,20230430,Web,deccanherald.com,1013527/ATD_dch/ATD_728x90_GENERAL,970x90,24,0.01
435,20230430,Web,kookmutsjes.eu,unknown,other,0,0.0
441,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_INR2_HP",300x250,3,0.02
445,20230430,Web,mapsofworld.com,1152375/ATD_MOW/ATD_MULTISIZE_GENERAL,320x50,0,0.0
447,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_INR2_HP",336x280,0,0.0
453,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_INR3_CP",1x1,0,0.0
465,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_M_INR2_CP",300x600,0,0.0
469,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x600_RHS_JP",300x250,0,0.0
473,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_INR4_CP",1x1,0,0.0
476,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_INR3_CP",300x100,0,0.0
484,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_EOA_RP",300x100,0,0.0
546,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_970x250_INR3_RP",336x280,5,0.06
547,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_INR6_JP",120x600,0,0.0
550,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_970x250_AXT",970x250,1,0.01
551,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_970x250_EOA_RP",1x1,0,0.0
552,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_INR2_HP",336x280,0,0.0
554,20230430,Web,wallpaperaccess.com,"21804848220,22440675056/ATD_Wallpaperaccess/ATD_300x600_exclusive",300x600,191,0.47000000000000003
555,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_EOA_JP",970x90,0,0.0
556,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_970x250_AXT",970x250,4,0.03
557,20230430,Web,glamourpath.com,"21804848220,22445109981/ATD_Glamourpath/ATD_300x50_AXT",300x50,11,0.01
558,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_INR1_HP",320x50,0,0.0
575,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_RHS_HP",300x600,2,0.0
576,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_300x600_M_INR1_HP",120x600,0,0.0
578,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_EOA_CP",160x600,0,0.0
584,20230430,Web,texashillcountry.com,"21804848220,22430105552/ATD_Texashillcountry/ATD_320x50_header",320x50,1,0.0
598,20230430,Web,kookmutsjes.com,"21804848220,21908065997/ATD_Kook/ATD_300x250_INR5_SP_D",336x280,0,0.0
600,20230430,Web,playerswiki.com,/103512698/22868887444,630x90,0,0.0
608,20230430,AMP,bhaskar.com,/28928716/Bhaskar/AMP/M.DAB_AMP_BTF5_300x250,300x100,0,0.0
614,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x250_MH_M_CP",300x250,0,0.0
660,20230430,AMP,deccanherald.com,/1013527/dh_amp_display_mlb_ftr,320x50,47757,11.04
661,20230430,AMP,bollywoodhungama.com,"/21804848220,23843038/ATD_BH_AMP/ATD_320x50_Top",320x50,4445,1.05
662,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_BMP_RP",336x280,8,0.05
663,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_320x50_AXT",320x50,91,0.45
664,20230430,Web,texashillcountry.com,"21804848220,22430105552/ATD_Texashillcountry/ATD_300x250_inr2",300x250,3,0.0
673,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_INR2_RP",300x50,4,0.02
678,20230430,AMP,bhaskar.com,/28928716/Bhaskar/AMP/M.DAB_AMP_AL_BTF1_300x250,200x200,599,0.05
696,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_M_INR1_WP",300x50,1,0.0
697,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_AXT",970x250,1,0.03
698,20230430,Web,mapsofworld.com,1152375/MOW-160-Admeld-2,160x600,4,0.0
699,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_M_INR1_HP",160x600,0,0.0
700,20230430,Web,thenewsminute.com,28110228/ATD_newsm/ATD_728x90_SP_Health_AD5,728x90,17,0.0
701,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_BMP_M_HP",120x600,0,0.0
702,20230430,Web,kookmutsjes.com,"21804848220,21908065997/ATD_Kook/ATD_300x250_INR5_SP_M",300x250,3,0.0
723,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_INR2_CP",300x600,1,0.04
727,20230430,AMP,deccanherald.com,/1013527/dh_amp_business_sp_mr_p2,300x250,1,0.0
744,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_M_INR1_CP",120x600,0,0.0
752,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_300x600_M_INR1_CP",300x250,0,0.0
753,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_INR2_CP",300x250,0,0.0
756,20230430,Web,mapsofworld.com,1152375/MOW-160-Admeld-4,160x600,2,0.0
771,20230430,Web,glamourfame.com,"21804848220,21814143669/ATD_Glamourfame/ATD_320x100_FWA",300x50,0,0.0
775,20230430,AMP,prajavani.net,/1013527/pv_amp_display_sp_mr_p2,300x250,0,0.0
847,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_320x100_MH_M_WP",320x50,273,0.38
848,20230430,Web,wallpaperaccess.com,"21804848220,22440675056/site/320x50",320x50,5598,1.44
849,20230430,AMP,bhaskar.com,/28928716/Bhaskar/AMP/M.DAB_AMP_AL_ATF_300x250,336x280,1584,0.13
850,20230430,Web,thenewsminute.com,28110228/ATD_newsm/ATD_300x250_M_AP_TH,300x250,1212,0.24
851,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_INR3_RP",300x250,19,0.14
852,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_EOA_RP",320x50,3,0.06
853,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_EOA_JP",320x100,0,0.0
854,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_970x250_OOP",300x250,73,0.31
861,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_MH_JP",320x50,31,0.14
863,20230430,Web,playerswiki.com,"21804848220,21667394145/ATD_Playerswiki/ATD_300x250_INR1_AP_M",336x280,9,0.05
864,20230430,AMP,divyabhaskar.co.in,/28928716/Divyabhaskar/AMP/M.DIVB_AMP_AL_BTF1_300x250,300x250,248,0.02
865,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_INR2_JP",300x250,9,0.06
870,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_BMP_RP",1x1,0,0.0
873,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_EOA_HP",300x250,0,0.0
887,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_EOA_TAG",300x250,0,0.0
888,20230430,Web,mybaseguide.com,9345627/ATD_Mybaseguide/ATD_970x250_AXT,970x250,0,0.0
900,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_INR5_JP",970x250,0,0.0
914,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_300x600_M_INR1_CP",300x100,0,0.0
956,20230430,Web,bhaskar.com,28928716/ATD_Bhaskar/ATD_300x600_GENERAL,300x600,0,0.0
957,20230430,AMP,deccanherald.com,/1013527/dh_amp_display_mr_hdr,300x250,7544,3.05
958,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_EOA_RP",320x50,51,0.31
959,20230430,AMP,thehindubusinessline.com,/22390678/BL_AMP_Top,300x250,0,0.0
960,20230430,Web,thenewsminute.com,28110228/ATD_newsm/300x250_AXT,336x280,310,0.04
961,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_EOA_JP",120x600,0,0.0
983,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_INR2_JP",300x100,0,0.0
984,20230430,AMP,mapsofworld.com,/1152375/ATD_MOW_AMP/ATD_300x250_AMP_MPU_1,300x250,575,0.54
985,20230430,Web,thenewsminute.com,28110228/ATD_newsm/ATD_300x250_D_AP_AD2,336x280,514,0.08
986,20230430,Web,avsim.com,"21804848220,22589072596/ATD_avsim/ATD_160x600_LHS_STICKY_D",120x600,11,0.0
989,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_EOA_HP",320x100,0,0.0
990,20230430,Web,mapsofworld.com,1152375/ATD_MOW/ATD_970x90_GENERAL,970x90,10,0.01
992,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_EOA_HP",320x50,0,0.0
993,20230430,Web,mapsofworld.com,1152375/MOW-Mobile-300x250-bottom,300x250,1,0.0
1007,20230430,Web,mapsofworld.com,1152375/ATD_MOW/ATD_970x250_mpu1,300x250,38,0.05
1014,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_INR3_CP",300x600,4,0.09
1030,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_EOA_CP",300x50,0,0.0
1034,20230430,Web,kookmutsjes.com,"21804848220,21908065997/ATD_Kook/ATD_300x250_INR2_SP_D",336x280,1,0.0
1042,20230430,AMP,prajavani.net,/1013527/pv_amp_display_sp_mr_p5,300x250,0,0.0
1046,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_EOA_CP",300x600,0,0.0
1058,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_INR1_JP",970x90,0,0.0
1063,20230430,Web,mapsofworld.com,1152375/Fr.mow-300x250-mobile-2,300x250,2,0.0
1064,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_EOA_CP",300x600,0,0.0
1110,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_INR5_JP",336x280,0,0.0
1111,20230430,AMP,thehindu.com,/22390678/Hindu_AMP_Bottom,336x280,0,0.0
1112,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_EOA_RP",300x100,0,0.0
1113,20230430,Web,playerswiki.com,"21804848220,21667394145/ATD_Playerswiki/ATD_320x50_AXT",320x50,312,0.66
1114,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_INR3_JP",320x50,0,0.0
1115,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_970x250_EOA_RP",970x250,35,0.34
1124,20230430,AMP,divyabhaskar.co.in,/28928716/Divyabhaskar/AMP/M.DIVB_AMP_MID_300x250,336x280,3,0.02
1125,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_INR6_JP",300x50,0,0.0
1137,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_970x250_EOA_CP",970x250,3,0.04
1138,20230430,Web,playerswiki.com,"21804848220,21667394145/ATD_Playerswiki/ATD_300x250_Sidebar",300x250,0,0.0
1141,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_INR1_HP",120x600,0,0.0
1146,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_INR2_TAG",300x600,0,0.0
1148,20230430,Web,playerswiki.com,/103512698/22868978639,570x90,0,0.0
1156,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_M_EOA_HP",320x100,0,0.0
1160,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_INR2_CP",320x50,0,0.0
1161,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_320x100_AXT",320x100,0,0.0
1162,20230430,Web,mybaseguide.com,9345627/ATD_Mybaseguide/ATD_300x250_ATD_M_INR1_HP,336x280,0,0.0
1163,20230430,Web,playerswiki.com,"21804848220,21667394145/ATD_Playerswiki/ATD_970x90_CenterFooter_HP",728x90,0,0.0
1176,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_INR4_CP",728x90,0,0.0
1206,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_INR3_TAG",160x600,0,0.0
1211,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_INR3_JP",300x250,0,0.0
1216,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_EOA_CP",320x100,0,0.0
1233,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_INR2_HP",320x100,0,0.0
1234,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_INR1_RP",300x50,0,0.0
1275,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_970x250_INR3_RP",336x280,3,0.03
1276,20230430,Web,glamourfame.com,"21804848220,21814143669/ATD_Glamourfame/ATD_320x100_AXT",320x100,34,0.02
1277,20230430,Web,mapsofworld.com,1152375/ATD_MOW/ATD_970x250_GENERAL,970x250,539,0.4
1278,20230430,Web,bhaskar.com,28928716/ATD_Bhaskar/ATD_160x600_GENERAL,160x600,0,0.0
1279,20230430,Web,kookmutsjes.com,"21804848220,21908065997/ATD_Kook/ATD_300x250_EOA_M",300x250,167,0.15
1280,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_INR4_JP",970x90,0,0.0
1297,20230430,Web,kookmutsjes.com,"21804848220,21908065997/ATD_Kook/ATD_300x250_INR2_AP_M",336x280,82,0.06
1298,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_INR1_HP",120x600,0,0.0
1299,20230430,Web,mapsofworld.com,1152375/ATD_MOW/ATD_320x50_Desktop-Footer,320x100,25,0.03
1300,20230430,Web,becauseofthemwecan.com,22789242389/ATD_becauseofthemwecan.com/ATD_300x250_Inread5,300x250,0,0.0
1301,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x600_AXT",300x600,14,0.13
1302,20230430,Web,marriedceleb.com,"21804848220,21882441394/ATD_marriedceleb/ATD_300x250_Inread1_AP_M",336x280,15,0.03
1305,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_INR3_CP",320x50,0,0.0
1306,20230430,Web,glamourfame.com,"21804848220,21814143669/ATD_Glamourfame/ATD_160x600_RHS",160x600,20,0.02
1308,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_INR2_TAG",120x600,0,0.0
1320,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_300x600_BMP_M_HP",160x600,0,0.0
1323,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_EOA_TAG",320x100,0,0.0
1332,20230430,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_EOA_CP",320x50,0,0.0
1338,20230430,Web,playerswiki.com,/103512698/22868978639,468x60,0,0.0
1340,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x250_INR5_CP",728x90,0,0.0
1354,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_300x250_MH_M_CP",336x280,0,0.0
1356,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_970x90_AXT",970x90,0,0.0
1383,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_INR3_TAG",300x50,0,0.0
1393,20230430,AMP,bhaskar.com,/28928716/Bhaskar/AMP/M.DAB_AMP_BTF2_300x250,300x250,0,0.0
1399,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_BTM_JP",300x50,0,0.0
1409,20230430,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_300x250_M_INR4_HP",160x600,0,0.0
1473,20230430,AMP,thenewsminute.com,/28110228/AMP_TheNewsminute/ATD_320x50_Ftr_sticky_AMP,320x50,3804,1.45
1474,20230430,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_320x50_M_Footer",320x50,5046,16.91
1475,20230430,Web,kookmutsjes.com,"21804848220,21908065997/ATD_Kook/ATD_300x250_INR4_AP_M",300x250,30,0.03
1481,20230430,Web,playerswiki.com,"21804848220,21667394145/ATD_Playerswiki/ATD_300x600_INR2_AP",300x250,19,0.03
1482,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_970x250_EOA_WP",728x90,0,0.0
1483,20230430,AMP,divyabhaskar.co.in,/28928716/Divyabhaskar/AMP/M.DIVB_AMP_AL_BTF2_300x250,300x100,189,0.01
1485,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_EOA_HP",300x600,0,0.0
1486,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_970x250_EOA_WP",300x250,0,0.0
1488,20230430,Web,avsim.com,"21804848220,22589072596/ATD_avsim/ATD_160x600_LHS_STICKY_D",160x600,126,0.19
1489,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_M_INR4_WP",300x50,0,0.0
1490,20230430,Web,cookingprofessionally.com,"21804848220,22690441817/ATD_CookingProfessional/ATD_300x250_M_INR2_CP",120x600,0,0.0
1491,20230430,Web,becauseofthemwecan.com,22789242389/ATD_becauseofthemwecan.com/ATD_300x250_Inread4,300x250,0,0.0
1507,20230430,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_300x250_INR2_CP",336x280,0,0.0
1514,20230430,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_M_INR1_HP",320x100,0,0.0
1516,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_INR1_HP",1x1,0,0.0
1520,20230430,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_INR1_HP",300x250,0,0.0
