Date,Inventory Type,Site Name,Slot Name,Slot Size,Impressions,Earnings
2023-02-07,Web,wallpaperaccess.com,"21804848220,22440675056/site/300x600",300x600,"8,270",1.39
2023-02-07,Web,marriedceleb.com,"21804848220,21882441394/ATD_marriedceleb/ATD_300x250_INR1_D",336x280,107,0.16
2023-02-07,Web,playerswiki.com,"21804848220,21667394145/ATD_Playerswiki/ATD_300x600_INR2_AP",336x280,16,0.01
2023-02-07,Web,avsim.com,"21804848220,22589072596/ATD_avsim/ATD_300x50_Footer_sticky_M",320x50,717,0.50
2023-02-07,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_970x250_OOP",300x250,165,0.47
2023-02-07,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_BMP_RP",300x250,585,2.11
2023-02-07,Web,thenewsminute.com,28110228/ATD_newsm/ATD_300x250_VM_AD2,300x250,768,0.55
2023-02-07,Web,deccanherald.com,1013527/ATD_dch/ATD_728x90_GENERAL,728x90,"3,358",1.43
2023-02-07,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_300x250_M_INR2_RP",300x600,318,2.30
2023-02-07,Web,mapsofworld.com,1152375/ATD_MOW/ATD_160x600_Gutter_Opti,160x600,784,3.04
2023-02-07,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_160x600_AXT",160x600,"2,882",7.41
2023-02-07,AMP,mapsofworld.com,/1152375/ATD_MOW_AMP/ATD_320x100_AMP_FOOTER,320x50,"1,071",1.29
2023-02-07,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_728x90_Footer",728x90,"1,419",5.36
2023-02-07,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_970x250_INR3_RP",300x250,123,0.58
2023-02-07,Web,wallpaperaccess.com,"21804848220,22440675056/ATD_Wallpaperaccess/ATD_320x100_AXT",320x100,"1,893",0.96
2023-02-07,AMP,prajavani.net,/1013527/pv_amp_display_hp_mr_p4,300x250,771,0.15
2023-02-07,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_INR2_RP",300x600,260,1.34
2023-02-07,AMP,prajavani.net,/1013527/pv_amp_display_hp_mlb_ftr,320x50,"2,567",0.42
2023-02-07,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_EOA_RP",320x50,255,0.87
2023-02-07,Web,marriedceleb.com,"21804848220,21882441394/ATD_marriedceleb/ATD_300x250_Inread",300x250,348,0.51
2023-02-07,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_970x250_INR3_RP",728x90,155,0.66
2023-02-07,Web,deccanherald.com,1013527/ATD_dch/ATD_300x250_S1_P1,300x250,"1,820",1.11
2023-02-07,AMP,thenewsminute.com,/28110228/AMP_TheNewsminute/ATD_300x250_ABH_AMP,336x280,563,0.17
2023-02-07,Web,mapsofworld.com,1152375/ATD_MOW/ATD_970x250_TOP,970x250,418,0.66
2023-02-07,Web,funnyeditor.com,"21804848220,22690441817/ATD_FunnyEditor/ATD_320x50_Footer",320x50,"1,213",3.81
2023-02-07,Web,easiereats.com,"21804848220,22690441817/ATD_EE/ATD_300x250_M_INR2_RP",300x600,258,2.08
2023-02-07,AMP,thenewsminute.com,/28110228/AMP_TheNewsminute/ATD_300x250_BTF2_AMP,300x250,"1,433",0.48
2023-02-07,Web,marriedceleb.com,"21804848220,21882441394/ATD_marriedceleb/ATD_970x250_TOP_AP",970x250,98,0.18
2023-02-07,Web,deccanherald.com,1013527/ATD_dch/ATD_300x250_S4_P3,300x250,147,0.03
2023-02-07,Web,mapsofworld.com,1152375/ATD_MOW/ATD_728x90_Centerfooter_HP,728x90,304,0.86
2023-02-07,Web,marriedceleb.com,"21804848220,21882441394/ATD_marriedceleb/ATD_300x250_Top_AP",300x250,191,0.29
2023-02-07,Web,schoolofwordplay.com,"21804848220,22690441817/ATD_SchoolofWordPlay/ATD_300x600_RHS_WP",300x600,273,0.89
2023-02-07,Web,deccanherald.com,1013527/ATD_dch/ATD_300x250_S5_P2,300x250,100,0.03
2023-02-07,Web,heartlandcooking.com,"21804848220,22690441817/ATD_Heartlandcooking/ATD_300x250_M_EOA_RP",160x600,158,0.49
2023-02-07,AMP,divyabhaskar.co.in,/28928716/Divyabhaskar/AMP/M.DIVB_AMP_BTF1_300x250,300x250,37,0.04
2023-02-07,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_320x100_M_MH_RP",320x50,712,2.40
2023-02-07,Web,mapsofworld.com,1152375/ATD_MOW/ATD_320x50_Desktop-Footer,320x50,658,1.48
2023-02-07,AMP,prajavani.net,/1013527/pv_amp_display_hp_mr_p1,300x250,"1,078",0.23
2023-02-07,Web,glamourfame.com,"21804848220,21814143669/ATD_Glamourfame/ATD_300x250_Top",336x280,23,0.00
2023-02-07,Web,mapsofworld.com,1152375/ATD_MOW/ATD_970x250_mpu1,300x250,196,0.38
2023-02-07,Web,avsim.com,"21804848220,22589072596/ATD_avsim/ATD_300x50_AXT",300x50,348,0.10
2023-02-07,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_300x600_RHS_WP",300x250,178,0.40
2023-02-07,Web,wallpaperaccess.com,"21804848220,22440675056/ATD_Wallpaperaccess/ATD_300x600_exclusive",300x600,107,0.29
2023-02-07,Web,wordthirst.com,"21804848220,22690441817/ATD_WordThirst/ATD_320x100_MH_M_WP",320x50,175,0.29
2023-02-10,Web,wallpaperaccess.com,"21804848220,22440675056/site/728x90",728x90,"17,514",14.95
2023-02-10,AMP,prajavani.net,/1013527/pv_amp_display_sp_mlb_ftr,320x50,"1,806",0.27
2023-02-10,Web,commandcooking.com,"21804848220,22690441817/ATD_CommandCooking/ATD_320x50_M_Footer",320x50,"1,659",5.56
2023-02-10,Web,wallpaperaccess.com,"21804848220,22440675056/ATD_Wallpaperaccess/ATD_320x50_Footer",320x50,33,0.05
