"Day","Property","Line Item Name","Ad Impressions","Publisher Demand Revenue","Connatix Demand Revenue","CPM ($)"
"13-DEC-2023","commandcooking.com","Xandr - CC - Line Item",145,0.40,0.00,2.74
"13-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1084,2.10,0.00,1.94
"13-DEC-2023","texashillcountry.com","Unruly Line Item",110,0.27,0.00,2.41
"13-DEC-2023","www.flickchart.com","Unruly Line Item",4,0.01,0.00,1.91
"13-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",5750,1.72,0.00,0.30
"13-DEC-2023","www.golaurens.com","Media.net - S2S - Line Item",48,0.12,0.00,2.41
"13-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",2387,5.46,0.00,2.29
"13-DEC-2023","www.golaurens.com","Unruly Line Item",147,0.36,0.00,2.46
"13-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",882,2.83,0.00,3.21
"13-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",237,0.55,0.00,2.33
"13-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",63,0.17,0.00,2.68
"13-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",196,0.74,0.00,3.79
"13-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",10145,16.58,0.00,1.63
"13-DEC-2023","www.stilt.com","Unruly Line Item",390,1.47,0.00,3.78
"13-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",99,0.24,0.00,2.45
"14-DEC-2023","calcsimple.com","Unruly Line Item",1052,2.90,0.00,2.76
"14-DEC-2023","commandcooking.com","Conversant - CC - Line item",1660,6.19,0.00,3.73
"14-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",59839,29.92,0.00,0.50
"14-DEC-2023","commandcooking.com","Media.net - Line item",1311,3.79,0.00,2.89
"14-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",9231,22.68,0.00,2.46
"14-DEC-2023","commandcooking.com","OpenX - CC - Line Item",2144,4.34,0.00,2.02
"14-DEC-2023","commandcooking.com","Pubmatic Line item",1027,1.88,0.00,1.83
"14-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",155,0.65,0.00,4.19
"14-DEC-2023","commandcooking.com","Rise Line Item",928,3.53,0.00,3.80
"14-DEC-2023","commandcooking.com","Sharethrough - Line item",489,2.96,0.00,6.06
"14-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",499,1.27,0.00,2.54
"14-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",5644,19.27,0.00,3.41
"14-DEC-2023","commandcooking.com","Unruly Line Item",252,0.88,0.00,3.48
"14-DEC-2023","commandcooking.com","Xandr - CC - Line Item",156,0.55,0.00,3.52
"14-DEC-2023","glamourfame.com","Unruly Line Item",4,0.03,0.00,7.00
"14-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1097,2.12,0.00,1.93
"14-DEC-2023","texashillcountry.com","Unruly Line Item",114,0.33,0.00,2.90
"14-DEC-2023","www.flickchart.com","Unruly Line Item",6,0.02,0.00,2.85
"14-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",5357,1.61,0.00,0.30
"14-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",2318,5.91,0.00,2.55
"14-DEC-2023","www.golaurens.com","Unruly Line Item",233,0.49,0.00,2.12
"14-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",686,1.77,0.00,2.58
"14-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",596,1.75,0.00,2.93
"14-DEC-2023","www.stilt.com","Pubmatic Line item",1,0.00,0.00,2.26
"14-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",195,0.57,0.00,2.90
"14-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",288,1.15,0.00,4.00
"14-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",8952,16.21,0.00,1.81
"14-DEC-2023","www.stilt.com","Unruly Line Item",529,1.68,0.00,3.17
"14-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",105,0.32,0.00,3.08
"15-DEC-2023","calcsimple.com","Unruly Line Item",340,1.00,0.00,2.94
"15-DEC-2023","commandcooking.com","Conversant - CC - Line item",1255,7.84,0.00,6.25
"15-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",55890,27.94,0.00,0.50
"15-DEC-2023","commandcooking.com","Media.net - Line item",712,1.91,0.00,2.68
"15-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",9249,21.96,0.00,2.37
"15-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1736,4.20,0.00,2.42
"15-DEC-2023","commandcooking.com","Pubmatic Line item",842,1.85,0.00,2.20
"15-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",65,0.31,0.00,4.80
"15-DEC-2023","commandcooking.com","Rise Line Item",542,2.19,0.00,4.04
"15-DEC-2023","commandcooking.com","Sharethrough - Line item",585,3.07,0.00,5.25
"15-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",264,0.93,0.00,3.52
"15-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",5055,25.49,0.00,5.04
"15-DEC-2023","commandcooking.com","Unruly Line Item",248,0.89,0.00,3.59
"15-DEC-2023","commandcooking.com","Xandr - CC - Line Item",160,0.52,0.00,3.23
"15-DEC-2023","glamourfame.com","Unruly Line Item",3,0.01,0.00,2.40
"15-DEC-2023","texashillcountry.com","Rise Line Item",1,0.00,0.00,3.20
"15-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1207,2.36,0.00,1.96
"15-DEC-2023","texashillcountry.com","Unruly Line Item",53,0.16,0.00,3.11
"15-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",7904,2.37,0.00,0.30
"15-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",4516,12.06,0.00,2.67
"15-DEC-2023","www.golaurens.com","Unruly Line Item",255,0.65,0.00,2.55
"15-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",627,1.67,0.00,2.66
"15-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",782,2.72,0.00,3.48
"15-DEC-2023","www.stilt.com","Pubmatic Line item",17,0.05,0.00,3.04
"15-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",147,0.46,0.00,3.13
"15-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",461,2.14,0.00,4.63
"15-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",11556,17.50,0.00,1.51
"15-DEC-2023","www.stilt.com","Unruly Line Item",695,2.34,0.00,3.36
"15-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",125,0.41,0.00,3.26
"16-DEC-2023","calcsimple.com","Unruly Line Item",18,0.05,0.00,2.61
"16-DEC-2023","commandcooking.com","Conversant - CC - Line item",345,2.46,0.00,7.13
"16-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",52047,26.02,0.00,0.50
"16-DEC-2023","commandcooking.com","Media.net - Line item",821,2.40,0.00,2.93
"16-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",12440,26.81,0.00,2.16
"16-DEC-2023","commandcooking.com","OpenX - CC - Line Item",2558,5.48,0.00,2.14
"16-DEC-2023","commandcooking.com","Pubmatic Line item",673,1.51,0.00,2.24
"16-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",53,0.30,0.00,5.73
"16-DEC-2023","commandcooking.com","Rise Line Item",538,2.21,0.00,4.10
"16-DEC-2023","commandcooking.com","Sharethrough - Line item",430,2.66,0.00,6.18
"16-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",227,0.71,0.00,3.13
"16-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",23435,36.51,0.00,1.56
"16-DEC-2023","commandcooking.com","Unruly Line Item",228,0.93,0.00,4.09
"16-DEC-2023","commandcooking.com","Xandr - CC - Line Item",69,0.29,0.00,4.24
"16-DEC-2023","glamourfame.com","Unruly Line Item",7,0.02,0.00,2.88
"16-DEC-2023","texashillcountry.com","Rise Line Item",1,0.01,0.00,7.91
"16-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1527,2.52,0.00,1.65
"16-DEC-2023","texashillcountry.com","Unruly Line Item",111,0.29,0.00,2.66
"16-DEC-2023","www.flickchart.com","Unruly Line Item",11,0.04,0.00,3.39
"16-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",5504,1.65,0.00,0.30
"16-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",8293,9.64,0.00,1.16
"16-DEC-2023","www.golaurens.com","Unruly Line Item",150,0.38,0.00,2.54
"16-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",500,1.25,0.00,2.50
"16-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",518,1.81,0.00,3.49
"16-DEC-2023","www.stilt.com","Pubmatic Line item",7,0.02,0.00,2.53
"16-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",83,0.31,0.00,3.72
"16-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",267,1.65,0.00,6.16
"16-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",9840,11.98,0.00,1.22
"16-DEC-2023","www.stilt.com","Unruly Line Item",389,1.34,0.00,3.45
"16-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",37,0.13,0.00,3.50
"17-DEC-2023","calcsimple.com","Unruly Line Item",4,0.01,0.00,3.26
"17-DEC-2023","commandcooking.com","Conversant - CC - Line item",438,1.94,0.00,4.44
"17-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",63072,31.54,0.00,0.50
"17-DEC-2023","commandcooking.com","Media.net - Line item",975,2.42,0.00,2.48
"17-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",11787,24.52,0.00,2.08
"17-DEC-2023","commandcooking.com","OpenX - CC - Line Item",2440,5.62,0.00,2.30
"17-DEC-2023","commandcooking.com","Pubmatic Line item",607,1.46,0.00,2.41
"17-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",21,0.13,0.00,6.26
"17-DEC-2023","commandcooking.com","Rise Line Item",410,1.69,0.00,4.11
"17-DEC-2023","commandcooking.com","Sharethrough - Line item",459,2.70,0.00,5.88
"17-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",290,0.67,0.00,2.30
"17-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",13057,27.70,0.00,2.12
"17-DEC-2023","commandcooking.com","Unruly Line Item",279,1.05,0.00,3.76
"17-DEC-2023","commandcooking.com","Xandr - CC - Line Item",56,0.28,0.00,4.96
"17-DEC-2023","glamourfame.com","Unruly Line Item",1,0.00,0.00,2.37
"17-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1448,2.82,0.00,1.95
"17-DEC-2023","texashillcountry.com","Unruly Line Item",148,0.30,0.00,2.04
"17-DEC-2023","www.flickchart.com","Unruly Line Item",4,0.01,0.00,3.03
"17-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",7119,2.14,0.00,0.30
"17-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",2764,6.78,0.00,2.45
"17-DEC-2023","www.golaurens.com","Unruly Line Item",117,0.32,0.00,2.76
"17-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",497,1.45,0.00,2.91
"17-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",333,1.49,0.00,4.47
"17-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",143,0.40,0.00,2.80
"17-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",143,0.75,0.00,5.21
"17-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",8050,8.90,0.00,1.11
"17-DEC-2023","www.stilt.com","Unruly Line Item",267,0.98,0.00,3.68
"17-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",43,0.14,0.00,3.27
"18-DEC-2023","calcsimple.com","Unruly Line Item",10,0.03,0.00,2.85
"18-DEC-2023","commandcooking.com","Conversant - CC - Line item",775,3.41,0.00,4.39
"18-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",52377,26.19,0.00,0.50
"18-DEC-2023","commandcooking.com","Media.net - Line item",1184,3.00,0.00,2.54
"18-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",10454,24.21,0.00,2.32
"18-DEC-2023","commandcooking.com","OpenX - CC - Line Item",2500,5.44,0.00,2.18
"18-DEC-2023","commandcooking.com","Pubmatic Line item",1051,2.07,0.00,1.97
"18-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",85,0.26,0.00,3.03
"18-DEC-2023","commandcooking.com","Rise Line Item",483,1.64,0.00,3.39
"18-DEC-2023","commandcooking.com","Sharethrough - Line item",553,3.37,0.00,6.09
"18-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",212,0.68,0.00,3.23
"18-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",11708,20.26,0.00,1.73
"18-DEC-2023","commandcooking.com","Unruly Line Item",188,0.66,0.00,3.50
"18-DEC-2023","commandcooking.com","Xandr - CC - Line Item",182,0.38,0.00,2.08
"18-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1902,3.10,0.00,1.63
"18-DEC-2023","texashillcountry.com","Unruly Line Item",185,0.47,0.00,2.52
"18-DEC-2023","www.flickchart.com","Unruly Line Item",2,0.00,0.00,1.33
"18-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",5248,1.57,0.00,0.30
"18-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",3141,6.35,0.00,2.02
"18-DEC-2023","www.golaurens.com","Unruly Line Item",98,0.25,0.00,2.60
"18-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",711,2.32,0.00,3.27
"18-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",354,1.87,0.00,5.29
"18-DEC-2023","www.stilt.com","Pubmatic Line item",2,0.01,0.00,5.32
"18-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",208,0.75,0.00,3.61
"18-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",178,1.13,0.00,6.33
"18-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",12408,11.28,0.00,0.91
"18-DEC-2023","www.stilt.com","Unruly Line Item",423,1.43,0.00,3.37
"18-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",58,0.15,0.00,2.59
"19-DEC-2023","calcsimple.com","Unruly Line Item",33,0.08,0.00,2.50
"19-DEC-2023","commandcooking.com","Conversant - CC - Line item",1796,4.66,0.00,2.59
"19-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",48867,24.43,0.00,0.50
"19-DEC-2023","commandcooking.com","Media.net - Line item",955,2.57,0.00,2.69
"19-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",9306,19.90,0.00,2.14
"19-DEC-2023","commandcooking.com","OpenX - CC - Line Item",2674,5.13,0.00,1.92
"19-DEC-2023","commandcooking.com","Pubmatic Line item",1037,2.06,0.00,1.99
"19-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",78,0.15,0.00,1.93
"19-DEC-2023","commandcooking.com","Rise Line Item",366,0.99,0.00,2.71
"19-DEC-2023","commandcooking.com","Sharethrough - Line item",228,1.01,0.00,4.41
"19-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",508,1.25,0.00,2.46
"19-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",10607,19.50,0.00,1.84
"19-DEC-2023","commandcooking.com","Unruly Line Item",325,0.86,0.00,2.65
"19-DEC-2023","commandcooking.com","Xandr - CC - Line Item",246,0.73,0.00,2.97
"19-DEC-2023","cookingprofessionally.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",7,0.01,0.00,1.32
"19-DEC-2023","glamourfame.com","Unruly Line Item",5,0.02,0.00,4.24
"19-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",436,2.07,0.00,4.75
"19-DEC-2023","texashillcountry.com","Unruly Line Item",79,0.22,0.00,2.76
"19-DEC-2023","www.flickchart.com","Unruly Line Item",5,0.02,0.00,4.24
"19-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",4374,1.31,0.00,0.30
"19-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1282,3.88,0.00,3.03
"19-DEC-2023","www.golaurens.com","Unruly Line Item",207,0.61,0.00,2.94
"19-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",684,2.01,0.00,2.94
"19-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",268,1.35,0.00,5.02
"19-DEC-2023","www.stilt.com","Pubmatic Line item",3,0.01,0.00,3.53
"19-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",374,1.18,0.00,3.15
"19-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",397,2.26,0.00,5.70
"19-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",14240,14.38,0.00,1.01
"19-DEC-2023","www.stilt.com","Unruly Line Item",341,1.28,0.00,3.77
"19-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",50,0.19,0.00,3.87
"20-DEC-2023","calcsimple.com","Unruly Line Item",15,0.05,0.00,3.38
"20-DEC-2023","commandcooking.com","Conversant - CC - Line item",1767,4.10,0.00,2.32
"20-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",48369,24.18,0.00,0.50
"20-DEC-2023","commandcooking.com","Media.net - Line item",664,1.86,0.00,2.80
"20-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",7832,21.88,0.00,2.79
"20-DEC-2023","commandcooking.com","OpenX - CC - Line Item",2407,4.81,0.00,2.00
"20-DEC-2023","commandcooking.com","Pubmatic Line item",793,1.49,0.00,1.88
"20-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",71,0.13,0.00,1.78
"20-DEC-2023","commandcooking.com","Rise Line Item",447,1.44,0.00,3.23
"20-DEC-2023","commandcooking.com","Sharethrough - Line item",189,0.64,0.00,3.37
"20-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",236,0.62,0.00,2.65
"20-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",3904,12.22,0.00,3.13
"20-DEC-2023","commandcooking.com","Unruly Line Item",247,0.67,0.00,2.71
"20-DEC-2023","commandcooking.com","Xandr - CC - Line Item",130,0.39,0.00,3.00
"20-DEC-2023","glamourfame.com","Unruly Line Item",2,0.01,0.00,3.05
"20-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",430,1.65,0.00,3.84
"20-DEC-2023","texashillcountry.com","Unruly Line Item",93,0.29,0.00,3.07
"20-DEC-2023","www.flickchart.com","Unruly Line Item",2,0.01,0.00,6.27
"20-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",6750,2.02,0.00,0.30
"20-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",2055,6.51,0.00,3.17
"20-DEC-2023","www.golaurens.com","Unruly Line Item",198,0.56,0.00,2.83
"20-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",686,2.64,0.00,3.85
"20-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",318,1.42,0.00,4.46
"20-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",442,1.59,0.00,3.60
"20-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",295,1.74,0.00,5.91
"20-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",13366,12.73,0.00,0.95
"20-DEC-2023","www.stilt.com","Unruly Line Item",445,1.54,0.00,3.46
"20-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",59,0.15,0.00,2.53
"21-DEC-2023","calcsimple.com","Unruly Line Item",30,0.07,0.00,2.42
"21-DEC-2023","commandcooking.com","Conversant - CC - Line item",1262,3.67,0.00,2.91
"21-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",44205,22.10,0.00,0.50
"21-DEC-2023","commandcooking.com","Media.net - Line item",740,1.87,0.00,2.53
"21-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",10427,27.35,0.00,2.62
"21-DEC-2023","commandcooking.com","OpenX - CC - Line Item",2192,4.22,0.00,1.92
"21-DEC-2023","commandcooking.com","Pubmatic Line item",665,1.17,0.00,1.76
"21-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",148,0.24,0.00,1.61
"21-DEC-2023","commandcooking.com","Rise Line Item",470,1.50,0.00,3.18
"21-DEC-2023","commandcooking.com","Sharethrough - Line item",206,0.61,0.00,2.97
"21-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",262,0.81,0.00,3.11
"21-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",7927,14.38,0.00,1.81
"21-DEC-2023","commandcooking.com","Unruly Line Item",164,0.56,0.00,3.44
"21-DEC-2023","commandcooking.com","Xandr - CC - Line Item",222,0.66,0.00,2.98
"21-DEC-2023","glamourfame.com","Unruly Line Item",2,0.00,0.00,2.27
"21-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1218,1.57,0.00,1.29
"21-DEC-2023","texashillcountry.com","Unruly Line Item",29,0.12,0.00,4.26
"21-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",5934,1.78,0.00,0.30
"21-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",2442,7.36,0.00,3.01
"21-DEC-2023","www.golaurens.com","Unruly Line Item",207,0.55,0.00,2.68
"21-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",512,2.46,0.00,4.80
"21-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",483,2.32,0.00,4.80
"21-DEC-2023","www.stilt.com","Pubmatic Line item",1,0.00,0.00,3.31
"21-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",401,1.10,0.00,2.74
"21-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",192,1.23,0.00,6.40
"21-DEC-2023","www.stilt.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",13728,12.97,0.00,0.94
"21-DEC-2023","www.stilt.com","Unruly Line Item",447,1.60,0.00,3.57
"21-DEC-2023","www.stilt.com","Xandr - Stilt - Line Item",62,0.22,0.00,3.59
"22-DEC-2023","calcsimple.com","Unruly Line Item",3,0.01,0.00,3.30
"22-DEC-2023","commandcooking.com","Conversant - CC - Line item",884,2.52,0.00,2.86
"22-DEC-2023","commandcooking.com","Default_CommandCooking_Mobile_Atd_AdX_video",36056,18.03,0.00,0.50
"22-DEC-2023","commandcooking.com","Media.net - Line item",876,2.15,0.00,2.46
"22-DEC-2023","commandcooking.com","Media.net - S2S - Line Item",10253,33.31,0.00,3.25
"22-DEC-2023","commandcooking.com","OpenX - CC - Line Item",1997,3.66,0.00,1.84
"22-DEC-2023","commandcooking.com","Pubmatic Line item",461,0.98,0.00,2.13
"22-DEC-2023","commandcooking.com","Pulsepoint - CC - Line Item",131,0.34,0.00,2.58
"22-DEC-2023","commandcooking.com","Rise Line Item",542,1.64,0.00,3.02
"22-DEC-2023","commandcooking.com","Sharethrough - Line item",218,0.61,0.00,2.80
"22-DEC-2023","commandcooking.com","Smartadserver - Line item - CC",298,0.86,0.00,2.87
"22-DEC-2023","commandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",3532,10.85,0.00,3.07
"22-DEC-2023","commandcooking.com","Unruly Line Item",175,0.57,0.00,3.24
"22-DEC-2023","commandcooking.com","Xandr - CC - Line Item",202,0.57,0.00,2.81
"22-DEC-2023","glamourfame.com","Unruly Line Item",1,0.00,0.00,3.27
"22-DEC-2023","heartlandcooking.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1,0.00,0.00,0.25
"22-DEC-2023","texashillcountry.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",1346,1.81,0.00,1.34
"22-DEC-2023","texashillcountry.com","Unruly Line Item",94,0.26,0.00,2.77
"22-DEC-2023","www.flickchart.com","Unruly Line Item",4,0.02,0.00,3.78
"22-DEC-2023","www.golaurens.com","GoLaurens_ATD IND_Atd_AdX-IN_video",4099,1.23,0.00,0.30
"22-DEC-2023","www.golaurens.com","UAM_USD [easiereats, commandcooking, cookingprofessionally, heartlandcooking,Golaurens,THC,Stilt]",2535,7.75,0.00,3.06
"22-DEC-2023","www.golaurens.com","Unruly Line Item",172,0.46,0.00,2.67
"22-DEC-2023","www.stilt.com","Media.net - S2S - Line Item",155,1.47,0.00,9.48
"22-DEC-2023","www.stilt.com","OpenX - Stilt - Line Item",621,2.44,0.00,3.93
"22-DEC-2023","www.stilt.com","Pubmatic Line item",3,0.01,0.00,2.33
"22-DEC-2023","www.stilt.com","Pulsepoint - Stilt - Line Item",185,0.64,0.00,3.45
"22-DEC-2023","www.stilt.com","Smartadserver - Line item - Stilt",165,0.97,0.00,5.87
